id,user_id,should_cancel,status,created_at,expiration_timestamp,subscription_plan,renewal_count
1d43c3fa12180335a50121812830ed8e,ed20af8386e8e58be2c72a30b8df5cd1,true,cancelled,2023-03-19T19:33:03.240583Z,2023-04-19T19:33:03.252Z,ULTRA,1
37d2fd5578b7c6c4fa3f87cec5059fcd,48466555f837b064c35318f76befbe36,false,cancelled,2023-06-05T20:25:13.305086Z,2023-07-05T20:25:13.31Z,ESSENTIAL,1
3b769f1fe2e06b8acb1fc346e6806e50,6a8ade9b30816c20ae1c3877d35fbc30,true,cancelled,2023-03-06T23:02:43.361422Z,2023-05-06T23:02:43.599Z,ESSENTIAL,2
e34bfbe6a0c05b980f73024694e028d9,e974cbf39b38a3992a247901049ab4e0,true,cancelled,2023-03-04T13:51:25.61994Z,2023-06-04T13:51:25.877Z,ULTRA,3
b18cb48f222ab1cf8f4658975d734738,45a771313ea8e8b6fe347bb7f42d495d,true,cancelled,2023-04-08T08:22:08.041445Z,2023-05-08T08:22:08.3Z,ULTRA,1
dae6c1374be9288e8968a37dd5acb906,17d002b66da7e5f00483f23ff101c809,true,cancelled,2023-04-11T14:39:52.372602Z,2023-06-11T14:39:52.642Z,PLUS,2
e6dcbce50ef562b9f261bd397e981f11,675f4d52ec1b05e9542e2cc122633c7e,false,activated,2023-06-28T18:21:54.155554Z,2023-10-28T18:21:54.164Z,PLUS,4
002b3cd2db51fabf40c809262fa993d3,86a0f5cdd514d62b86f0c55f3a799380,false,cancelled,2023-02-27T09:58:04.236411Z,2023-07-27T09:58:04.534Z,PLUS,5
8832d668cf5ceee0d301e5256549fce6,899e825f68b341642619c2ffa453566c,false,cancelled,2023-07-21T11:52:41.996297Z,2023-08-21T11:52:42.017Z,ESSENTIAL,1
5119e12b064baf775e79b4112ccacf64,365a3c25db42022fd0a8986a0221841b,true,cancelled,2023-02-22T14:05:03.200281Z,2023-04-22T14:05:03.207Z,PLUS,2
9859077f67a2a36cbdd3f13ad50b860e,acb99272018ebd8146f91b2a7a4b9b07,true,cancelled,2023-02-24T00:02:58.242529Z,2023-05-24T00:02:58.247Z,PLUS,3
ef3994c6e67540f8bcc9057aa7490c90,2b921e4e642839472d2566a3a4423bb2,false,activated,2023-05-31T17:04:03.150852Z,2025-05-31T00:00:00Z,ULTRA,0
9711a1b997a8a17bc17291626daac8ac,2258325348b820433b650cd2a88c9cf9,false,activated,2023-05-12T09:35:43.39468Z,2099-04-25T19:08:13.774Z,PLUS,0
6b4e5267495c440fab41b69cc82aef7b,04a71c1452899237f10ffd7ddd0ee76b,false,activated,2023-06-04T14:42:50.507254Z,2024-12-31T00:00:00Z,ULTRA,0
afdd79cb957f57607332ee384445d195,48d4e10924ac7e0c4af3fbd0cea557b0,false,cancelled,2023-03-01T23:54:26.240985Z,2023-04-01T23:54:26.508Z,ULTRA,1
f8a1323b7ef3ff8d8b1760eff8b03a5f,43bd2535e3ad650ad78658f64405505d,true,cancelled,2023-03-01T13:56:10.658849Z,2023-04-01T13:56:10.943Z,ESSENTIAL,1
ea4174e919e06fd9820aec5bbd93829f,e7cc5e9d307e538d3f50e4e447005998,false,cancelled,2023-03-02T16:26:12.503319Z,2023-05-02T16:26:12.77Z,ULTRA,2
fb657fdea03f3dd8f4fdb2d3bbbbdca0,c3b1079c67130a1fc3aa79c3ee540b5e,true,cancelled,2023-04-04T15:09:29.314586Z,2023-05-04T15:09:29.592Z,ESSENTIAL,1
c336f0219320c5ed6d0238171a06a3d2,e39e38a12600dd75ec15bbb4294c276e,true,cancelled,2023-03-30T18:13:11.437792Z,2023-06-30T18:13:11.688Z,ULTRA,3
1edb89d55bcbdd93584c9061fa789ee1,9ea4c68db883ab87130d1714b9615ba0,true,cancelled,2023-05-07T13:38:27.91409Z,2023-06-07T13:38:28.169Z,ESSENTIAL,1
c55b456e44095c60e90b53bcda87f13c,27b29f051c30874145319d8dd9516d9e,false,cancelled,2023-03-06T19:45:23.087979Z,2023-06-06T19:45:23.354Z,ESSENTIAL,3
b0e5a3ecca1e711c4c1f5abe7e68bbf6,f2b95d38991ac9dd4886742eedaaf2d4,true,cancelled,2023-03-02T11:36:22.822391Z,2023-04-02T11:36:23.063Z,ESSENTIAL,1
021473b5734244eaf0c30b177149ad98,0639bd37e946e6805d77ae1d8fdb0888,true,cancelled,2023-03-02T13:43:11.619227Z,2023-04-02T13:43:11.879Z,ULTRA,1
3f136820a04b2e11a4fa6c2e3d96a60f,16f15c7ddd041395db8548f1bdc10dc9,false,cancelled,2023-03-01T22:10:40.643775Z,2023-05-02T16:18:44.501Z,ULTRA,2
f591f27d1e6964779e7a0a321521f10f,3b19b08f3673abb295a55e4c0cddedbf,false,cancelled,2023-05-29T09:09:48.560572Z,2023-06-29T09:09:38.251Z,ESSENTIAL,0
aeca964a6552b65056ec80acc733c37e,6f44ac8fef71278ea88bebc128b5ffb2,false,activated,2023-09-28T19:05:22.910872Z,2023-10-28T19:05:22.919Z,PLUS,1
4891bdb3a3df51f35aa5ebee653a7484,214118deb049824698684a2a0c9e713a,false,activated,2023-09-19T08:33:36.809093Z,2023-10-19T08:33:36.829Z,PLUS,1
195a3a3c4662e1467a499af6cf951207,3b19b08f3673abb295a55e4c0cddedbf,false,cancelled,2023-05-29T09:08:27.809805Z,2023-06-29T09:08:13.267Z,ESSENTIAL,0
65cc78a6646385ac7bc72b2dacfec29a,47e29aeecef69b3c39f8dfec19dce0a6,true,cancelled,2023-04-06T15:01:37.156436Z,2023-05-06T15:01:37.418Z,PLUS,1
7d8ff935e4d803136d98364adc1f72f0,4bceefd194b64ccba2d000423d8b189d,false,cancelled,2023-04-17T14:59:08.94035Z,2023-05-17T18:00:00Z,ESSENTIAL,0
0de080b251c83f6a0b699c95815aab86,72be9f3d5e87d43d28ba9178aa5cac64,false,cancelled,2023-09-07T15:04:05.793764Z,2023-10-07T15:04:05.801Z,ESSENTIAL,1
7731bb36fc02d74dff1d4e28e68983ef,a75d531aa334d2cc47e9975a41e406eb,true,cancelled,2023-02-22T20:19:28.18994Z,2023-06-01T13:17:47.424Z,ULTRA,3
ba3d05fd4a9a6aff3570a71428d42581,9c016243503d1e9ed725d4fd96883734,true,cancelled,2023-02-27T15:24:24.789811Z,2023-04-27T15:24:25.048Z,ESSENTIAL,2
6c9b5827390163facf2dfc3c6e17404c,82d40adfbb31bcce506dd14a51c5f5a8,false,activated,2023-06-04T14:43:48.221795Z,2024-12-31T00:00:00Z,ULTRA,0
e0e60a8adc563a138fceaa2fb87cbfec,6a15e49879ae3c6c1f3726f54560e022,true,cancelled,2023-03-05T20:37:03.56182Z,2023-04-05T20:37:03.801Z,ULTRA,1
cc3c99ea4be07615619aa35ff261c985,d5dc40370ac921a9937b2d0485dfd7b6,true,cancelled,2023-05-07T01:40:55.209408Z,2023-07-07T01:40:55.482Z,ESSENTIAL,2
013b09280f01032d77c053544817d182,fab6804f38c110540d2cca7fdfb98c05,true,cancelled,2023-07-08T09:17:18.359515Z,2023-09-08T09:17:18.373Z,ESSENTIAL,2
c318d58da8570b0a82e2c12c3b85a0c3,3e5d1454a28ccda59e7737e0822cddea,false,cancelled,2023-07-14T18:52:45.63025Z,2023-08-14T18:52:45.639Z,ESSENTIAL,1
52e21fd540add3e65b0ddf7368bd5c2f,9e05cbbe3e7a9ff5ea9eef4ab4ebfa9e,false,activated,2023-08-29T15:41:46.117682Z,2023-10-29T15:41:46.134Z,PLUS,2
f662144705e20afd3ff87703a533f69d,53097121aa45f27b144b8b530552d316,false,activated,2023-08-29T18:33:09.325486Z,2023-10-29T18:33:09.339Z,ESSENTIAL,2
540f0f1a87e7c0bb3e5703521f141cd6,fa5f50056f21e35baed63e6cf22d183b,false,cancelled,2023-04-17T14:57:31.629869Z,2023-05-17T18:00:00Z,ESSENTIAL,0
6e28df2aecb8f22e835a13305e65f745,812be40acaf58a6914b66802dc4b504d,true,cancelled,2023-04-27T11:21:56.162735Z,2023-05-27T11:21:56.418Z,ESSENTIAL,1
df6316f595d43ecef7c9d6e47b57d73d,5444a902d9e7876e7b90e93b60c43330,true,cancelled,2023-04-10T12:45:06.478184Z,2023-05-10T12:45:06.736Z,ESSENTIAL,1
2aedde809ab68207088ad7dc1ee02f7c,004d496fcb561c3842ad98dc5f420d63,true,cancelled,2023-02-22T14:37:57.08878Z,2023-04-22T14:37:57.345Z,ESSENTIAL,2
b0d1967c43990f17485d64c6cdce6d1b,2f96d5b4f71c0d694dec44d01b521e37,true,cancelled,2023-02-27T15:25:00.122813Z,2023-04-27T15:25:00.392Z,ESSENTIAL,2
afc3bb3c59a88a70844d3c65b7c4915e,0475b48c00cd16bc5fed48c97365a339,true,cancelled,2023-03-21T14:27:52.992576Z,2023-05-21T14:27:53.26Z,PLUS,2
dea43f4419e434ec9fca46011cfcdefe,4d842ede9ac0d4babfda36962c27fff8,false,activated,2023-06-09T13:18:14.506448Z,2099-07-09T00:00:00Z,PLUS,0
61543c7ed32e2513b4ddacdbadacd585,622b9b5244113945baa2d7bc4a658d26,false,cancelled,2023-07-19T15:11:48.034708Z,2023-08-19T15:11:48.044Z,ESSENTIAL,1
a9dd6ae7894af4b63240c05a6831946c,7f693645e9901c63fa5b9f88c34c3496,true,cancelled,2023-03-04T19:57:19.165571Z,2023-04-04T19:57:19.171Z,ESSENTIAL,1
7022a6c0d4c33807215aeea841fb59c2,0dba4f8de93c4fd0e12b85df4c2f55c6,false,activated,2023-09-27T08:20:23.008654Z,2099-01-01T00:00:00Z,PLUS,0
bece018984ba8f17c764095fcd6c4c36,557d9e143a8a2a680f6ebb4cc6252b7f,true,cancelled,2023-05-09T14:40:22.17203Z,2023-09-09T14:40:22.445Z,ESSENTIAL,4
2f057f2b0340683d7bba2cd9d52941b0,c2bfcb60b644912d33f884058efe4609,true,cancelled,2023-04-07T06:47:33.790298Z,2023-05-07T06:47:34.029Z,PLUS,1
3ddced74db650b8d967a0af043696db5,412a88dd16a5ce9d29bddd502b99d823,true,cancelled,2023-04-06T16:32:45.502044Z,2023-05-06T16:32:45.754Z,ESSENTIAL,1
d4a6ba7e86ecde27aebff23ae7856f6e,6272eb66eeaa1aabb8bba2c2e446b953,true,cancelled,2023-02-25T18:32:59.056707Z,2023-04-25T18:32:59.337Z,ESSENTIAL,2
61777379d4b96a6a479426037dc1e3c3,b974ed144a3a0d0c0835d52debff52a6,true,cancelled,2023-03-05T10:53:30.215403Z,2023-05-06T16:05:27.013Z,ULTRA,2
6be4fa56f6d956b5700b574240f9f46c,7211386ce79c2fb242015dd0a6767dc6,true,cancelled,2023-02-26T18:24:21.30588Z,2023-04-26T18:24:21.577Z,ULTRA,2
b550bca690e76155666d0a614a306a57,54625f7fec91e026cf8e56354596f4be,true,cancelled,2023-06-01T14:49:26.953132Z,2023-09-01T14:49:27.221Z,ESSENTIAL,3
6c3b7b9d28b5056ec00218dffe728b39,59f4ca43877edc56d823ca20d4445c14,true,activated,2023-09-16T11:38:36.693194Z,2023-10-16T11:38:36.7Z,PLUS,1
2598c3c1c8573087161a04bb7d77eec9,9c4d847f603f064593b2432d8b54cef3,true,cancelled,2023-03-21T17:44:09.943151Z,2023-05-21T17:44:10.198Z,ESSENTIAL,2
cee1d330f8f47688e696608f88d06a3f,5fe3c1a0c52f0987fb8dbd17db1c6421,true,cancelled,2023-04-04T16:42:17.309746Z,2023-06-04T16:42:17.567Z,PLUS,2
deedbb29cdad46666b389cefacd2fd4d,24b1c74aaeefb7bd4811b7d783e83575,true,cancelled,2023-02-22T14:48:00.436078Z,2023-05-22T14:48:00.785Z,ULTRA,3
7bf47627d106b2cf5f0831cd1f8e3ab6,15146f6c14655cc160d0780deb4bafb2,true,cancelled,2023-03-18T14:09:52.340582Z,2023-04-18T14:09:52.603Z,ESSENTIAL,1
bc2db6c3a514af632093a2b115ac3c76,21b45bdab3861a4ac220ceb9f9946362,false,activated,2023-09-28T19:24:56.673133Z,2023-10-28T19:24:56.7Z,ESSENTIAL,1
da0a364c9c6ac93c288f69f8c8d1eea4,19a8d34c1d3a11efc591d2ab3fe30dcd,false,cancelled,2023-05-06T22:29:50.187155Z,2023-06-06T22:29:50.51Z,ESSENTIAL,1
3b9a17c404c7fb1a247f065d576d74bb,cc45754ba20e56f31c53bd73b83ed19c,true,cancelled,2023-06-07T14:31:51.652603Z,2023-07-07T14:31:51.66Z,PLUS,1
4def426f1910746a65e185929372121c,9263daff866e38d7a8c039897261f39d,true,cancelled,2023-03-04T19:58:12.54772Z,2023-05-04T19:58:12.807Z,ESSENTIAL,2
c07c07739d31ce3434f9812571325fa1,104e8177e1bc68e598f131652c089cbd,true,cancelled,2023-02-21T12:05:19.014339Z,2023-04-24T12:11:17.378Z,ULTRA,2
a2ea534bd7ee85020cf15896637d263c,ea136e47706828dea8fe5191c8158f04,true,cancelled,2023-03-05T20:50:01.072222Z,2023-05-05T20:50:01.081Z,ESSENTIAL,2
0bef638ab7649c1b97bff4adedc8d4c7,a08856d9129d6167c5bbda9b259ef091,true,cancelled,2023-03-05T16:07:30.755372Z,2023-05-05T16:07:31.056Z,ESSENTIAL,2
9100894bfe73c47157d5dbe630b3d391,334d921c4dc6d8c450b445ce7ce8cc1e,false,activated,2023-07-25T14:38:30.311609Z,2023-10-25T14:38:30.322Z,PLUS,3
08f73120ff3dfc7fa104a4ab7dbb5587,e6652f753cd3bc4aae2aed1a88ca7156,false,activated,2023-09-28T19:37:16.356631Z,2023-10-28T19:37:16.366Z,ESSENTIAL,1
787e73c4a19738bcbad59945491e5124,77b79178f3195f05aeab000f1eeac029,false,cancelled,2023-03-04T20:16:25.629926Z,2023-05-04T20:16:25.634Z,ESSENTIAL,2
309de538abfc02cb65b453beaa87971b,1e073bf537907663ad70fc20710b6836,false,activated,2023-06-09T13:20:35.884425Z,2099-07-09T00:00:00Z,PLUS,0
2a1e0cc0abee694466ed2a27c298cda2,ee277f70689be73385aaae97de8f83ca,true,cancelled,2023-03-06T19:04:59.954299Z,2023-05-06T19:05:00.229Z,ESSENTIAL,2
2cc4851e7792bf99e2dbb8f4224b2346,e07c86ed240abe22371f2db642e3ca0b,false,activated,2023-09-19T14:28:15.732136Z,2023-10-19T14:28:15.745Z,PLUS,1
857aa0e7875ad25929bc8e171324904e,f4ca8d5ca16e8c0b41d4b48cb05c60af,false,activated,2023-09-14T15:25:41.715004Z,2023-10-14T15:25:41.722Z,PLUS,1
76977aee59dd7d89eb5a8531dca30ad0,a10b4e233b5f57f61c8e236aabdfcfbf,true,cancelled,2023-08-14T15:46:13.102524Z,2023-09-14T15:46:13.108Z,PLUS,1
0860296cec0f9ef2f20732fb018489d6,4228bc9f339fd6740c029875fac76eff,true,cancelled,2023-02-21T14:00:35.98419Z,2023-07-21T14:00:36.285Z,PLUS,5
ebee99db4374e4386d2c3643c79a15b8,af74f41b96fc30a8adad209ae54c97c0,false,cancelled,2023-06-06T04:30:23.30043Z,2023-07-06T04:30:23.638Z,PLUS,1
34b6c6f9e3f111e8437e62fe5030b997,34bc473056041e837e64725c3d315aa2,true,cancelled,2023-04-09T15:40:18.130055Z,2023-09-09T15:40:18.365Z,ESSENTIAL,5
ca5cfa95bc712818946eb2c75c74e3fb,8cf975f5f9fbee2cb04164084325e490,true,cancelled,2023-05-29T12:43:58.197753Z,2023-09-29T12:43:58.466Z,PLUS,4
2b134f6e631fd8e6bd11dc51b4ecbb59,fd1521d3062071b7bb1ea2ca6a1cd1b1,false,activated,2022-06-15T17:34:17.660399Z,2099-01-01T02:00:00Z,PLUS,0
2a2bf0dc802a6ba7c4fded53712387b6,5eeced606ec3fc97c780c02c61c8470e,true,activated,2023-09-24T19:21:22.115945Z,2023-10-24T19:21:22.126Z,ESSENTIAL,1
de986c29263db02fc321dd39f42d412a,67b51bba37ced4367d5c2d0dac272eaa,false,cancelled,2023-08-21T15:03:58.980845Z,2023-10-10T20:39:52.174Z,PLUS,2
25b902cbd9e256ead7f13f68449220c3,b6784f0b5be9d1215427810e63ff3e90,false,activated,2023-06-09T13:36:42.631041Z,2099-07-09T00:00:00Z,PLUS,0
a7e3ea2ab491965bf07363156ecf22fe,fe8905d085d2163af31c8726bbf226c9,true,cancelled,2023-07-14T12:51:07.903208Z,2023-08-14T12:51:07.909Z,ESSENTIAL,1
0285226bf80fccff2b11cc617e262f3c,8249ca753929d435c3b6c618ed7855f3,false,activated,2023-09-23T15:36:35.553969Z,2023-10-23T15:36:35.562Z,PLUS,1
3b4ce93034c2f1260967cb0c8b1f7265,d7d65354d851d942d838f521e1dbf957,false,activated,2023-08-14T13:44:06.380483Z,2023-10-14T13:44:06.389Z,ESSENTIAL,2
e2cb4180889592a0376de00b25b3f669,9060d13163b0461de1c0e8c40687b0b7,true,cancelled,2023-08-15T15:39:56.043711Z,2023-09-15T15:39:56.051Z,ESSENTIAL,1
238574c00b3c61c16954ab585771184f,68ae7aaf9d6572552dbc8e3ad8b30217,true,cancelled,2023-08-09T16:54:51.667501Z,2023-09-09T16:54:51.675Z,ESSENTIAL,1
