userId,level
6fb5ed8658639fec5913f6272577f898,1
e8420b770fae774dbb0650031c32e6ad,2
7af604251ef021cc27d850ec3a86d486,1
4c5f741b40217a9bf5fd3f5f7277cf59,5
a22557ab77cf74c070833134cb1a513e,1
8ad8b49a6e7d72e220c901d40d3fc842,6
c708580dae805094e8a9bde8e0398d07,6
0be4e34dad0c600d275312218ca24cf4,5
97c4fdba4b397f422694b1343201ecd5,1
a7d5e1784a0f07ffd204b7e208338ee8,1
da17216aee6e9738b6e76f31b279d197,1
eced17b3210ba178856ced68ae740ad8,1
18468521bd2fef2d6ffbca811e9b690f,4
7fec168dc926aca9944074b897b7eb19,7
2785c6ca1c37cc2d23924c786144be53,2
f877da4e424476f54fa2e2ddfb61109a,6
af6351a9473adcf18225bd29ee12a706,5
b799cc1b311716c44435209832dd3225,2
488c5962e8a997a3d915519e77988bcc,2
f68de0947b6c1a4dd1dc57c52fbf115f,2
75abf79966b073b4fc0035474f178bc2,2
9d6d13af81ec67c9bf8a9710c47f46aa,2
4b8072d1ecf1cb24ff185ded13cd93be,7
cf20f641d4498a37e4cee6130c4ac2c5,5
57c5d90b0ff2d442f33a9f05cdd8bd04,9
038909c19d694aae8b270f0ddd91740b,8
92fabe20716093db601763f97464d529,3
c7ebfdeef04924226c253cb2e565437f,2
d14f71e27611c725afcc1cb306ed5c3f,1
838fe94ac18319cef94c9067703112ba,1
1e30bf2b739be74d3c2dc5780b976e20,5
7cea872d7953e304c666bf393afdc6ea,6
069a6ccdd8c3e098c66cdcc05f266317,4
306bbe07a1e8abc1bd567f873a83f6ca,4
5b99aac32c2ba7ed0d847289f87a70df,4
2b94db6ce106122644a3637a8e4343da,2
4d5e85c0a09ac2ece319be5dda713c28,5
37fe042b114e832fe9821ea23d490b78,5
d95099d72fa97e897a40f4610227de6f,5
c5968ffe86c5e92101ef09f92f9cdd66,8
f8ca4a6ee0eeee0492101158118ff0dd,5
ebfb2cc2d86abcf10f197d9bd8515449,1
9eacfca0ce3f58f2fd4856d0415016f6,1
339588773e568159407983343933e32b,1
145493ab109d88f4fb3e42263af95f4e,1
4e1a5fdaee3af2a32cecf3c42300541f,5
37ab3c04a103f3846003631111843442,9
e91beb575dbd2c00bfb0c28881c1dca8,1
caec3bc67d358e4b66b0757530afa1e6,1
bd3a5f4b4d112fa3cb7b1132ec44db4c,5
8da58b92fb1996ccba9260735f0cb6ba,6
cfaa061b6f8829dd3c226dd005e055d7,7
5c76f434408ad19c8f61748210f5fd52,1
a387be2ad8239379a8f7cfa7556f1806,1
9bc3283a204171a521e1f01c01394a7c,1
8621b24ef90c2421401039791f4949d7,1
c75ef59cd69aee644cea8d8a78cc742e,1
a6258a5c0bf7289838ee55aba64b3a67,2
71046fb27bd61f10c13889927c0463cc,2
325e6d47abf3601bc5e36027eb89034d,2
d2adf09687eaa414ed80d98d56d559f3,2
80cdbb193a50c63a9653deb6113c270e,2
b02dec63a20bb4fe3a0cea4ba2654ef5,3
cbbfa1040e70045a7943ddcbcb7932d0,2
8bef69299277c01eac0b20f5dab79863,1
e1fcbf3f106ea49687c455776d77506f,2
ef9ed163ac8ed3a16bd064c3f1237fe6,1
81a19f9ab15bbf6eeef1da452a631b53,1
6a50500d9afaaa9ac2bd84076c1e245a,2
bfbe5c17c00c385c861c0feff938924e,6
f7b815e27f47255d4ac355111d31b06f,1
354f1b69195a7fa7d4eed9651cb1c7df,1
88c013b02e5d31eeccfb2e5dc3b3a61f,1
e4214b36b591625a6640e71450a7ebaf,4
ed582b3adb45bb5eeb82ddd4cb763458,1
a9de5ee2be5c284cf35bb2e38c081b57,5
dbdd365a08f86ef5af4b4630f2c1f8a5,4
2d97b345d66ebb98635892bc3cd413ef,4
c5cbe9f486abf1f5bdfaf38ba4c07ad4,5
580ca5b4f92e879104c3925715a61f1e,4
69ce068f54581c4acdc8b02884a794a5,1
3ea88480231f4839c8b734f768c1e505,1
c689550f105045b25f65a8c306fd9e40,1
28b23965c96e8242f2181426f884f485,1
f0dc3f17c082cbd21a9038212681a3ef,1
f856ad75533a0faa5bc69a412b764778,1
4b72fb3e9638c386abc958b14fda0100,1
1d672ce27b8911601202ac51b9bc7e8a,7
c5fffe050995e5d56171165dcc5b7d9b,7
8d3e6c6af448ff1f521516fc7b1f0af1,12
3b4c56fb37a325034adf47046e810c88,2
66628ead0e30c8e3e30ba2811a79ca7b,2
84672343d03e84404934000584021bae,2
335385d3196cc751a781d99f9f0fb2bd,2
5c0283967fc675d9c33ae3a78216275f,2
a01f18d548ccbe8e5a08022a77a747c2,13
4e218ad62264441886dff93153b57ec6,2
9b1e8887c8bb82aee6f3ef5e75e11905,2
9fb8cdd135508ad6326268798c2bbeb3,1
b05c8f6961c24858c0190792aad0d433,1
fa8dbf9ac479c166c09fd6c050b85aa5,6
44f7003cd07448eee8b58ab9e82ff91b,1
8e0dd89f3faeca455b14972731021a19,5
b9c44d824bfc9086d77e803921ab79d9,5
f087a30214c293e9d9ae5c7a52d0464c,1
ba90a7d5e444e10b33f27173022a1631,1
c13fd7b885d20b041811c9d4d2d72a1c,1
34524d1ddba06d8afd287e2704aff5b9,1
717ce069909338efc1ccf5af2350aad0,12
3ba1767bbee07baffa2928f7c512122b,1
3e0fbedaec197b3503f92051e6b0b213,13
11d829d5e9022a17c94834480dd54450,14
cfa3eafbec9193069947720108312bad,1
02f8dfb1167726d5c96d9e8e51a00ce4,27
3eb3e3fdad148d6ba8bcff9efd5d31b7,4
a2c631be728ca4c29a1c1bf61cd223d9,1
bf4d07728390cdc269f7195698460560,1
8b61a6ba993a66957014968b56a8c9d5,1
99e0f93ce9e1143af5648e1b3b287eea,1
697ec87a65c61918b483ac5f52908ceb,1
716033e7e3c36a849342711159c21e42,1
3980ea28247a8ea9f172f33295ff3e15,5
b9c61ef8e08a5e3946ffb091f7ea8a80,1
98b486e5df42aa8271847c5cf7ce8735,1
947c77a820e3bf74fb4b44af17e4bdc3,1
690cc9ceb6d5a4eed1dad9a6d4e2e954,1
905d83c1aadc2947e84cc9bd4060398f,1
0f12cfb6a40ba9ce5a0778466ed4333f,5
1395466c808e69506a43ba4f857372ee,6
8c398757701ebb58d07a6dd5ea9977e0,1
08915dc6ae4b0ae1954a2842eea6bdc5,1
b6607f946fd90f456f5a45f1ab500dd3,1
659ac476268ec26a93d37026560999c7,1
5bb9060ebad0b66798b98d6fd971235b,1
4874eccf3b08b548fea86548fdd1d19b,1
9ae13fa747bbda85bdce18981b07d283,11
b35871818da287454da0eef8727dc9fd,1
bd99ed26ffde6e39ab38dde0837aebdb,1
03730eb96136e6e86a7ee88f2962f345,1
bc152e4399d68b9ea4f21265b9c56cdb,1
3dace35fd2d5dc98ef5b5e5264f684ff,1
3bc12a25dbc4114ca13ec6001de7d16f,2
4646edebf93e18d1e5772187670118fe,2
68f24ad2c43e7e5aa17a398c6a282629,2
3bfc42b689f4370d3466ce55e1352576,6
25cbf810bd4ffeab483c04d5a65fbdc3,1
267afa31bdba96c1e4a9cb4c8d9f6b3d,11
140138b48f319ec16ab432e022949295,1
6861e86a0998433a7e948c14ff659f5d,1
131453d3e052f4375e42fa468f12f4b0,1
39321e849146acd41ce53348962899da,1
7ad62a031d8d6208156dea29648cc6b1,2
aad74e0d8c3ae7416ed66afcac860fb2,4
5967121ebf321861eddce328658ecb12,2
76a6d62e50fb74d846df58671643e318,2
7891b309d682384166c5cb06eda3755c,1
9111382574647efcb14ffce949c34e7e,2
0685df21e2e7ef42da9b849374738ae1,1
9f91842839e3a22ff8c5bc2925feefc0,2
96f8e30d0e80a2378f02116109193b79,9
b731216e320e167a4c3c0f3895e21756,5
7a702a41e7765890bfc13303b1b978c7,1
8995e2a575c7dd91a782492415ec5f74,2
2d1a5f15dec3e4c1ac171f075cf36510,7
97d23521c268b09741ad95263b885ae7,1
450f213eb7cde2faf37a592f0626839d,1
98ddf0911fcb068fabf34a90887276a7,7
a8c89928c80568f159d53305373fa108,5
8ec12f3f2764e899407f6a8daf69095e,1
cef695e5a8d5b5bc68e24f64dac87504,1
aa965c7f4a72dd4fc5400d67124f2257,5
9f2fc8d4ef6319d61a756550be99720d,5
27246163686d2174c762e34acb643928,2
4701c43b93c8200280ae01996a539b9b,2
f6cdc1148e5379cc39f67992197eb4c9,1
f36b384f0724422f26ac9d4d754c606e,1
54d8c6514ba6b879722167da8522378d,1
b2be87d02f5be10ef16a413361da9fa5,1
bb08f98a5392d78be836ea8167dd36cc,1
b0bb41431f2d9985fd465295a32ff403,1
b0ebd7151476f5c4265d52f0c38ba18f,1
db312b39fdbf1be300abf4e66333d2e6,1
04654dc7e7e2555c130195d3c580e13a,1
1be7fa0d72b1b3138bffbc3e11b6ad4e,1
03564ef95ec15a1e323cfc52fb8884be,1
85b3606a56966744a22deebcbabe7ab0,1
8efe585186a2bc8489d67fe558b903a2,1
5738c1ead2cb248c891259f5080cec79,1
73bf12f1064f28c394c76719c20a8e88,1
e15196ea0d84552f43c13156f8566b83,1
246559f2a2714a411878aa96ce24744d,1
4246e6b1835b0cacfecf2d356c095656,1
fb237b90148cb09efc978bf2ab5f08ba,1
59cbcb76d5cea9ed7e1959c246968427,1
51a8ee11192d246775b18da9e6d3237e,10
e412152e422f5d4e3721f006e3a16a86,5
2703f40e359f51a00f91a04bbe6799a0,5
e4380967a97161a7e8d0d6361aa70b8c,5
0744212c88224bc79517a7c3a253c5bf,1
fd768478bdc245f12ff9cbc817b0eeed,5
753724182f730c306f798775cda5e27e,1
eab577cb27f9a25bfba6d53d0a5492ee,1
8fa5808980cb9b230d841c1b05d09482,1
26634db216063a7fba985a1338d32c65,5
9216c754bb2a13cdd205d8fe12cd4fa1,1
46891fbdae4b748a2086518ffc208707,7
641c54ad465a505abe0aa6418fc3ea90,1
9c9722a42044ee49138e028daa48be64,1
114e96d3b555b1e0515c3fa383c7daec,1
41ea6389da32d4fb91b5c26c703fd0b0,4
e4226aa49d92c914f4a28aa66bd65ed7,1
e29b20c26ca8ad20e8141a135dc525fb,1
f7bcc446cc577cfda5fdfc016eaff67a,1
8b6072dbda13967da8a2bcd21c8277cb,7
09fb3b27a8eeb06b6695ccdb303fef8a,4
192db44ab5dc6b0f6dd1938ab4c4bd71,7
9f94fbed4794aa6572717992194f6635,1
b2971a8f992d522dd6e15d744d359bfa,1
dcb8dcc4ae172c1d17b2670c0d3ccd2a,1
977dda2df587fe36d92e5308b9bdab77,1
3ba98aa8b8b896e71614b63eb75b2833,1
82aae72bad69760eae2d715833a3b314,1
f0a3d1059a42ad937ebaa30a4b8b7e15,4
69d4e53b66b6ac20726be933959361bf,1
b11a93551baecf06c2515291eecb0f26,3
2615c138c1c98be93f2d9ca8e31bbc90,1
4e1356f169af9221cb730ec8f1110eb5,1
062be4dc5837222efe819025ad2873b0,1
85806575f0ae05f0a53a911ccb593326,1
c09ff9331dad9e92af5039b455a9475f,1
e8c1b79eef2f646d1a7971d30bb016df,4
f4be0815c5dd0a1e360ccf427e423364,5
8ec22c78a764c45ceadf39b483fbb91d,1
723bfc4a835cb793ac3a6680f31fa1bd,7
226c350e3dedd62faa0d19269f23b0cf,6
ce59e4e4bdc21e2efd5ade3f793e6750,5
bfb609030164670c1b7a9b6aabfbda04,1
0526c4f04f2be471b910d26cd3c4943e,1
640e83f6a44077c61e2346a6dc3ad45a,1
7f9bdc66d3c5df21d5225f04fea952d6,1
164ccd52331db37be8ead9f5a3709875,5
c3052fcc8c26b334e0e45fff9bf5ce91,5
76b89e876dc1e678c7528d773d81c52e,2
4512ec780fa78ab13a11e347a5d9d332,2
b305278f6d789cc7c695deeafe75b9c2,2
00bc845f4b0af0cb7f2e554d7defca0d,5
3b17fe8809887c8ef78f603e7a48b13d,5
6154f39c492074dec6ce4499fbb2cb6c,2
8ecc5055e6079d3e04876dda8bc9382a,1
5a5d6e7324604048fb3af85aefa21b2b,2
2609c00cc253db07b8639b8993994b17,2
a3e1090083f4c53ac296f2542f7e104b,1
a640fa6fc9d00d612d31ac1d62be5738,1
09ab7e2569efc4c7c73d8a7303502411,1
988a6a8fc16f6cbb09c300c619310795,1
d62bd453fcdad93dc35221b6bf6a5167,1
f199a6093901ceea9eec0b696abcefcf,7
c1a86aa65ec4464c03ac3df3c0e5002e,14
40908729230a8b7aaab490c3ff50a8e4,1
366476f30fd4359c773afd2e7b25b4b0,1
cd5f988f86173a69b9eae155dbc4e580,2
501a0201248b3f1a0d4fea8e39977e5d,2
5856d1e042c28c458fcdb5e227b94884,2
092a823c63087822e5d78896b5b08bc8,2
6ac5db804a1e56aee5733b7154388a99,2
9411f196f9bb6e24e6df20fc50ecebc1,7
e29cd2425e855af8e38737c502693302,7
8146b8f596dddf0cc42435d4aabaa953,6
8a69e687c976efd0fc51190ca3ab5a4c,5
cc3935f446fa17623fc2a751eb20a4e1,5
c8cd97b50533d63d936ddd58c86a0f26,1
cfcc6ad156f0d80326b3062b67ff89b9,8
db6929c490e061b55f5f389de3091a10,1
852f3658b1a236f39a4806defa5d4402,7
c96457a2c275740adf38c06bf3ca0988,1
cba1be09f073dd96529a300535048468,5
dff73a7cbecd4e6db5026e6fab328ec0,5
cc6b18b7787c0dab424b701c6aa93635,6
37ac10d35a5afbf3b47510941a8e76c1,2
d6685297447dd737288ff7f14fb4f890,1
4e3b4e77b44c20d185fe47ebc272490f,1
a6810797a24ce77495e7d2557f73674c,12
6a4df8f71da0d03e7889db8a8ad3d35b,2
78b4b52c58e567ca3b20d67cbefb67b3,11
266825fa189d9c4828aaa16e4c3cf19b,4
ab26827af0427ce715c78860b70b502f,5
216217b912b8514e3b8441b1ea0149be,5
a8708d70fdf6bb22da26d11ad5e9b0df,5
d17b07fb3aa5833ece948ebcd8a3702f,5
ff6a3feebf5df18ef8236b020d826e36,3
1956bcaf440014c010752febd28810c5,7
f3857925fb166f1eb29c36dfc1bf631b,3
a8871484d333d98a9e9a80687971d1b5,1
0d5808506dbf1936ce369ef14a8e1aeb,4
30c97a7ca2f87144dfbf41680defdd06,2
144f26fb6d7856f6ba18d2aef543ac2b,1
632d24cddf29864bfbbae66d7ec836bd,4
280e9074de4285e299d2f29208a7dbb3,2
8ccb585ebed672b627258d70330294e2,1
52e520fb43fb67eefa8507693fe0d503,2
3cb1e118d8337696363376966eeb38a9,1
daf50f2c752e76d8f0ec3180186f8d91,10
21c1436bb3b56970b0804a4a452a5a85,4
b2d5ef94b051b7e542235c14ee16ec03,1
c6b90327f6c621f8426545ba76f66f8d,2
3480a545533400c7cae112e9e330c23b,1
3848d975accb25a129e93cf2841cbc42,2
04cb9b3f9d2ecd8340b0243258952da6,15
31d77f8e35d66090db0bbc33dd64cf01,1
929818e5113aea41b1720698b0a3b323,2
961029d976d88cda4997c42d54a89f3c,2
89632b83978c3b02bd28d1930b87787a,2
68ae7188a47b163315172ec1eb5b74a5,4
442fb339326a90537c87691632d8dd77,3
4e892d5cbc58ffab9634e30bf5f33f6d,4
06a256c4a3458727815f03fe7a8c4a1d,3
c7510c0587ee2899aed7c8982ceb6c81,4
3ed3df80635c00b228edfaa14ff597b1,3
571494a4726b2eb85d15b9a6fb6c4826,3
c5f144c39923290552518643a3e88795,2
8a602340aac8a2703359dacae73e89ad,2
817cbbd27f6bbacfa6f15dbba3a86aec,2
956fc2648d516c5905f4dad52694ab10,4
a08acc699c0a61618fa020a2262611e9,1
3b38616eb7257d9cfe24b845ef4073ff,1
08896b40d7fa775db0885817b2014b3c,1
1ce225ea86a9c5c3524655a3c79688e9,1
be1626170e703b186c719efedc50c576,5
283c7ba1088ecab2d942edf1aa7fc7a3,1
6f43eb86030f283c0e754f1f3287ac83,18
cd442b37f215388be878d593e5eeb650,1
e6fc4ade3267c50cce07c2283aba626e,1
30e4d39ff6e59e4d42ebfd1ddb93293e,1
33addd027a4f90c5fe69bcd41dbe7934,10
36f5f10753e71b5698ff722e12ab8c0e,5
cd2afa05303aa11bd81379209f70f1da,1
9b3ed32fba948af7797477a971c1fd95,29
03715d788b064b6c5d0d3a1caef935b6,1
fd6429eb72847bb5a36a53aa1e06f3ce,1
bc24c01035b333bf54e83db8e3626683,13
e4f0ddcb50253881fc2856cd71e81d65,4
f9f92b5300cdb076c0f995cfe6c23f38,1
dbd8e7ba7e88e267ae648b566826c748,1
d5d6543cc454b22c5985e70d2037f0a4,1
a9dd25241b7c7fca121f9f8d08545c49,1
1293055f4df033c508098950b69338e7,3
adba6fbe69c7e3dfa948b4364f6214dc,3
d6c0e7121265d57a443627f106de54c1,3
dfdfeab1acdd6037ee26d7df89a24e38,3
1b7c796c2cf00b8c026dd282012ba8da,7
68be8ed2774f937ba25cd1814d9b2778,1
223f6d11388e85c77c78710f97b0ce0e,7
3305d555449fed137ab0a42bb2b6c213,6
83bab6edaac4f4ac965f9fdeae72eaad,4
2ef78192813d64c8c7e3f5d725f38fc0,1
7a8ee5a29f5e8f2b5e7bf5e8d0dd7388,5
0cf096cb381dcb49f7c4513f2dba89b7,1
1afc2d2338060ffef12d50f4e328fda7,1
64e0ce2f37ccac9d84dc14b4fa57bffc,6
0705bf266c46bd95cb1bb6c549f146b3,3
85e951460578ab7ab3f9c68a9a5eb680,5
dc180f597fbb028d89a4aff704ba6592,13
6528def28408bff928085a123c18281f,3
03b0dce0c5eac2cee4344495992b5ea0,1
1dc881e72b1a15dc287d629eb44fab11,1
8e1c04f718f746d5d2025bd12723a44c,16
ed4e70eb80bce963d0a0b8b612b4776e,3
1aa58b64e2d280a3f46054643f48215d,2
8e5dbae321f183435588ffd58d94d026,35
84a585bf624dfb67cc89a617b105ace6,1
440c8e82f23aec0fdf7eb12b95557d61,1
27256a0c16521a55f167a846e6255826,1
7ab9e9941ddb1869d4bb267ff7e5f0cd,1
73fb90880299f94c95be64b376d7e194,1
bd5734c0280b2da36ac88435195b8a81,2
40f198b2121c916ed13d6031719c305b,6
65b202bf745ac5472a84dd768c1a8bbc,5
08a10d708a049d8b8d7fcc93827da55e,5
6b5c74d6dc900b072d753121c60c4785,9
af05436ee26d5d4b9bf55d30584db8e3,13
da6ca94c2859e556952b486ff1687bc8,7
6edef73b9c13f4ea53083181524bc474,11
c78ab4660f128448592a0dcc673528e4,5
3b1d516e57fec2f35527f5994bdf7744,1
e2ac5a51ca90f2887bc9c36229997a01,6
bd79d8a54d16d7ec7cafc64f2c143984,16
9511090c57c3147a2f41fa5ddb1f985b,5
e6efe75f6a4e0ac0edc67e9eea15b96f,6
ae4ab65e0799eaea4eddb5c8943d8f16,7
c936beae3f7c43a0a35facc8259ca62d,9
3a944689f20dc9e7eb94d8f16dead0ef,10
e3574c96961f198d615216558fc80880,6
51bd8ec7cfd0c5382592d597559106d1,1
42d45976626dae89ef8609567bee8675,5
edc8309c7abeaa262e7adfe95ab5cb73,6
f1ea3ad06d18fe0c9fccbf4bef58560f,6
65a947d7fc9f9a29c4397ea5275b4f3f,36
708d70fa2c8dab8528c1c7de3479972a,18
e3c1316543a719a8ec77c521814e7f6e,12
784db1b02eb8bf1472599b2109a858f1,1
e90a4acb3f7998441edc976608a41cab,1
e80ff275093be25f7108b694462b2008,6
cea9edb01b1ff9d15df259c9add46622,7
f4f6566e25659a5be240b1935b06b020,3
c0822a570a4c88f586680850215bd30a,11
7f4095b8b33f348702bc3e1b32584b7d,1
88d2e0c8b06724c1ab8052539030527a,6
ee9a09f8dd108391268dfc54ca9b4d13,1
29d8b7e966e3319cd101a0c7e1a824b4,49
37700b5fa34fd6e99e6b379e6f1eb79f,4
a111a27dedec79ab857318068db008ad,1
b4dd607e01fb2edc2046053dcbc1828b,11
1949aeb8b5eb48bde5528adf6dc09e8a,7
0145d896ee243e23a0561ebc49a68492,1
9ad0d6b1643fbf94d587980bee3ee4a4,6
9d2cc611e8fdec23cd57c2b064e364ec,1
f363667df7a02b707e74b17c7c1fbc5f,62
2d368ac9f21bd6d792754b6ccce5229f,6
788c155a7ce27e08d46db9ce7a2be21e,11
483aa6e428682965acdfa9c2ea18b4d5,2
3ccb60bf7c023c70f397ec45778d3a68,1
eaef1dd83a62dc9e33765883bdf52352,3
55a31d7bb9229443b30c429d848463af,1
04e112fa026bd9486886bc8c4c26f52a,6
6ac46665f1ab074c288ecd3d21665f59,5
32205fecc35b33a012d20c6b35744ab8,6
a3778b55e684fbb357605722f628d33c,1
81a4ecf11b8bbef39b7954b4e367e924,7
6519dc6d77a9df0fbaf0e9c872d893ca,5
1b1e8599c84c1fcec12e124664449c0f,10
cd31510eb91ab1ecec21e082414c4b42,11
8979c72caed8d3d7c0e1ca577c39515f,1
bf75b7bae6ac1922b71180bdc7487e30,4
02e82c6ef269dca6ccba69f57b688d9c,10
5e73f6be2c0faf8908e1098bae0e2245,1
907a9a694a30f74a39eeee5d095c4b26,2
1131215908fafe47489783052790b492,5
1c9ade7ed3fb848787cf96e9821612d4,7
0e76dbf6ccebd6dc6d3cc39899869320,9
e490dbaeaaf2689fef5699bf0bf1f742,4
9b2e0d26282151c8ae824d0b8cde5585,5
463942ed4d00c33c27fb8939381851a5,6
1374152434458b7ff3317fb1a51b97a9,5
c64b8678c891c5c5241f19f4b3d855f0,5
2cdeaf52e6d3f05c2adea5bd6c928e13,4
6faf85728624a26bcf7c2d646a37acf2,1
56a5d0101dc33cf29d113ed38f5e6b15,13
1a2b8e0b2d20029c71bd61c6a8e6d6a5,5
eaf8aa4025804f5c64724d362312be58,4
fadfbb4b6e140b5d8b233cd0f1ce2c7f,12
7442782fe5a0cddcfda6de4357db07aa,13
56e646e04dc01175f3fd46eaa350338a,3
2147639cf4aa8f2202680672522b0e9c,11
7967950a8f703e1c1eed8291790dd348,1
e20d4940e7fb1ac0d854f963bc691dc6,2
4fd9f89758ec0c1a0ab6b0360cc46dfc,1
0ff7710f6c7ed20d1a2b95f448734ef1,1
d6ffe151695e0daab891b0f988807771,16
3d425a0671aca8d8a75288b3d5931fa0,4
7547d16c8efe295b42f4399cc21c30de,8
6f02c148c7e74608fbd7020ef66ce10c,24
99f9a6d67231745bc95d43acabe39da6,2
e94c42455fe3855db168ef3fd0733701,3
a6b74f2dd512866077e4b7f14a1f79e0,1
9a648227e2823f97fbefb9d271328516,1
b0c8e7637803581955dda0ff9016af01,2
12c623ee9378ac428bb2728337bba633,1
15c7e4e01d660181793cc7f6d8bd2ea4,5
46c8b01a1611aac1f77503c925acf9f4,6
15c5d7bcb2f35fe0455a259d550b19b9,1
ac395905de34ad3beea9c3f1cadeeb59,1
04cfbf2471b2ef8512cd689fb990b642,1
ede6e6f1b3e20d4ee37a1782fa475ee7,1
077f0d3c2dad80bd2f25ca77939d79e7,3
baf10b7288548ab66c57024fcf663528,6
96982bf2a1514591b745108893633ba0,1
727e0c83a5024b4512a02c18dbfe2ac7,5
9899ef42d5014305a46b88c8f6170574,1
f3cd5ac36b06f1323c0a76c7a3833d61,1
9a7697aca839eb6351833bcf02587223,8
87f0040e04bb24505b2b50b7f8935183,11
31a2fe927586a5ace50298535f946c66,5
fabc7aece454d31fc54b124b486cb610,5
0c76cb0082108704a5dfc9bc6f9bc675,5
6e1ffe1f4feb6235f401db449dba7a87,7
a5ddb8b372db010ad0c8ab8de0d8609c,5
5c30db406f60bdb12828e87d00975337,4
5896eea089498e81028eb2a17ef11c86,1
e2e86c9faafb1db5b1d7f27d1a40aee9,12
b5d14f749720581b3ad246d7d2d496b9,1
c3313e4428ed9405bd38247b7c0356e5,25
3b18480db87afaa98394f9d7ae465146,6
360788799e4d8191681425bd3ddba013,3
cabbcb9258d0f1a5947db385f78ba2f4,1
ce9d884cad0038eaa5bdf4b8e5d71076,5
cfa31201adcb20a0cbaeeaf3aca912a2,10
34b5597d5dabf1e6a7d12ed618e6deec,8
90075acdf265a2309c7cdda350f0116a,5
eb7153a7b9938542acad8f4996163803,5
1ff7bb928a992046d24c0396958753a6,6
900b8a2e0624c9ce4aff470ac48a0994,5
f1e14a153d5f857a507d8ae5c29cbe3b,2
a4d2424e20f06a5fe1a4d6fed639497a,1
830a45105e3e70b69b59d09c8809be61,12
cbb86003692feebd76ff2c151c534656,12
6e392a52bf1df017a7afa08acd463357,5
3f5931c321be0769d9912f575d7c3634,1
d422c56663ff2fe1071b6a27a78e05a4,7
291e5148b0c62cd784059503b10598d3,1
655727ed0fb5218ceac25597405800d9,11
b61fe06d523395e4bd27ac8edd54805b,6
ddf64f868655889c61350b6dcbc4fc2e,1
061d71ffa99da19b86f1dcbb0cb57920,1
b4a4ef702199c7f87665bb9622f3aca1,2
b6a96f23f8243fed36abcb0e9fbba992,1
38b39b0cacbe728bfdaf6132bddb16fa,1
da4a7814eb162f23806d5c2b32d06448,1
1bab565ff6ded033880df7fc5482288a,8
1465271d594b5d24b09608febbed2348,1
dfdf555f9abcbf5cede1ca6d44456c88,6
747ac57db40b97c27591e6cea0101905,6
544a21476b71392c4909ba993080c90e,4
